
Fuerzas directamente en los nudos (reacciones)
  nudo          fx          fy          fz
 25496 +1.0672e-01 +0.0000e+00 +0.0000e+00 
 25497 +7.0847e-03 +0.0000e+00 +0.0000e+00 
 25498 +1.4685e-01 +0.0000e+00 +0.0000e+00 
 25499 -1.3127e+00 +0.0000e+00 +0.0000e+00 
 25500 +5.0530e-02 +0.0000e+00 +0.0000e+00 
 25501 +1.3627e+00 +0.0000e+00 +0.0000e+00 
 25502 -9.6424e-02 +0.0000e+00 +0.0000e+00 
 25503 -1.4046e+00 +0.0000e+00 +0.0000e+00 
 25504 +2.0002e-01 +0.0000e+00 +0.0000e+00 
 25505 +3.8274e-01 +0.0000e+00 +0.0000e+00 
 25506 -1.5060e+00 +0.0000e+00 +0.0000e+00 
 25507 +4.4628e-02 +0.0000e+00 +0.0000e+00 
 25508 +6.3964e-02 +0.0000e+00 +0.0000e+00 
 25509 -2.5328e+00 +0.0000e+00 +0.0000e+00 
 25510 +5.9873e+00 +0.0000e+00 +0.0000e+00 
 25511 -7.9112e+00 +0.0000e+00 +0.0000e+00 
 25512 -2.0122e+00 +0.0000e+00 +0.0000e+00 
 25513 -1.0408e-02 +0.0000e+00 +0.0000e+00 
 25514 -4.8107e-02 +0.0000e+00 +0.0000e+00 
 25515 -6.3391e-02 +0.0000e+00 +0.0000e+00 
 25516 +1.0363e-01 +0.0000e+00 +0.0000e+00 
 25517 +1.8163e+00 +0.0000e+00 +0.0000e+00 
 25518 -3.5517e+00 +0.0000e+00 +0.0000e+00 
 25519 +2.6966e+00 +0.0000e+00 +0.0000e+00 
 25520 -1.8504e-03 +0.0000e+00 +0.0000e+00 
 25521 +1.7961e-01 +0.0000e+00 +0.0000e+00 
 25522 +1.2502e-01 +0.0000e+00 +0.0000e+00 
 25523 +1.8454e-01 +0.0000e+00 +0.0000e+00 
 25524 +1.7427e-01 +0.0000e+00 +0.0000e+00 
 25525 -2.2463e-01 +0.0000e+00 +0.0000e+00 
 25526 +3.0760e-01 +0.0000e+00 +0.0000e+00 
 25527 -6.0539e-02 +0.0000e+00 +0.0000e+00 
 25528 -2.1872e-01 +0.0000e+00 +0.0000e+00 
 25529 -1.9082e-01 +0.0000e+00 +0.0000e+00 
 25530 -1.6839e-01 +0.0000e+00 +0.0000e+00 
 25531 -8.2189e-02 +0.0000e+00 +0.0000e+00 
 25532 +1.6541e-01 +0.0000e+00 +0.0000e+00 
 25533 +7.8005e-02 +0.0000e+00 +0.0000e+00 
 25534 -1.6822e-01 +0.0000e+00 +0.0000e+00 
 25535 +5.7170e-02 +0.0000e+00 +0.0000e+00 
 25536 -5.2499e-02 +0.0000e+00 +0.0000e+00 
 25537 -1.4463e-01 +0.0000e+00 +0.0000e+00 
 25538 +6.8249e-02 +0.0000e+00 +0.0000e+00 
 25539 -8.4636e-02 +0.0000e+00 +0.0000e+00 
 25540 +1.2759e-01 +0.0000e+00 +0.0000e+00 
 25541 -1.5485e-01 +0.0000e+00 +0.0000e+00 
 25542 +2.6578e-01 +0.0000e+00 +0.0000e+00 
 25543 +6.4290e-02 +0.0000e+00 +0.0000e+00 
 25544 +2.6145e-01 +0.0000e+00 +0.0000e+00 
 25545 -8.4858e-02 +0.0000e+00 +0.0000e+00 
 25546 +1.5909e-01 +0.0000e+00 +0.0000e+00 
 25547 -1.3547e-01 +0.0000e+00 +0.0000e+00 
 25548 -6.7831e-02 +0.0000e+00 +0.0000e+00 
 25549 +8.7735e-04 +0.0000e+00 +0.0000e+00 
 25550 -1.0307e-01 +0.0000e+00 +0.0000e+00 
 25551 -5.0349e-01 +0.0000e+00 +0.0000e+00 
 25552 +2.9234e-01 +0.0000e+00 +0.0000e+00 
 25553 -9.0633e-02 +0.0000e+00 +0.0000e+00 
 25554 -1.7805e-01 +0.0000e+00 +0.0000e+00 
 25555 -6.6280e-01 +0.0000e+00 +0.0000e+00 
 25556 +2.4525e-01 +0.0000e+00 +0.0000e+00 
 25557 -1.5485e-01 +0.0000e+00 +0.0000e+00 
 25558 -7.4742e-01 +0.0000e+00 +0.0000e+00 
 25559 -5.5312e-01 +0.0000e+00 +0.0000e+00 
 25560 -2.3016e-03 +0.0000e+00 +0.0000e+00 
 25561 +6.6629e-02 +0.0000e+00 +0.0000e+00 
 25562 +8.4785e-02 +0.0000e+00 +0.0000e+00 
 25563 -5.4178e-02 +0.0000e+00 +0.0000e+00 
 25564 +1.9038e-01 +0.0000e+00 +0.0000e+00 
 25565 +8.8300e-02 +0.0000e+00 +0.0000e+00 
 25566 +1.5819e-01 +0.0000e+00 +0.0000e+00 
 25567 -1.1915e-01 +0.0000e+00 +0.0000e+00 
 25568 +2.4917e-02 +0.0000e+00 +0.0000e+00 
 25569 -8.6457e-02 +0.0000e+00 +0.0000e+00 
 25570 -4.7716e-02 +0.0000e+00 +0.0000e+00 
 25571 -1.2254e-01 +0.0000e+00 +0.0000e+00 
 25572 +3.1548e-01 +0.0000e+00 +0.0000e+00 
 25573 -1.0009e-01 +0.0000e+00 +0.0000e+00 
 25574 -2.5361e-01 +0.0000e+00 +0.0000e+00 
 25575 -5.6318e-02 +0.0000e+00 +0.0000e+00 
 25576 -9.5775e-02 +0.0000e+00 +0.0000e+00 
 25577 +1.9427e-01 +0.0000e+00 +0.0000e+00 
 25578 +2.5898e-02 +0.0000e+00 +0.0000e+00 
 25579 +2.4278e-01 +0.0000e+00 +0.0000e+00 
 25580 -1.4046e-02 +0.0000e+00 +0.0000e+00 
 25581 -4.5574e-02 +0.0000e+00 +0.0000e+00 
 25582 +5.4970e-02 +0.0000e+00 +0.0000e+00 
 25583 -4.8390e-02 +0.0000e+00 +0.0000e+00 
 25584 +4.4054e-02 +0.0000e+00 +0.0000e+00 
 25585 -2.5906e-01 +0.0000e+00 +0.0000e+00 
 25586 -1.1855e-01 +0.0000e+00 +0.0000e+00 
 25587 +5.2722e-01 +0.0000e+00 +0.0000e+00 
 25588 -4.1022e-02 +0.0000e+00 +0.0000e+00 
 25589 -3.3325e-02 +0.0000e+00 +0.0000e+00 
 25590 -4.7799e-02 +0.0000e+00 +0.0000e+00 
 25591 +7.0281e-02 +0.0000e+00 +0.0000e+00 
 25592 -7.5644e-01 +0.0000e+00 +0.0000e+00 
 25593 +2.2662e-01 +0.0000e+00 +0.0000e+00 
 25594 +8.0958e+00 +0.0000e+00 +0.0000e+00 
 25595 -4.3972e-02 +0.0000e+00 +0.0000e+00 
 25596 -3.8077e-01 +0.0000e+00 +0.0000e+00 
 25597 -1.5354e-01 +0.0000e+00 +0.0000e+00 
 25598 +7.9908e-01 +0.0000e+00 +0.0000e+00 
 25599 -6.3177e-02 +0.0000e+00 +0.0000e+00 
 25600 +1.3263e-01 +0.0000e+00 +0.0000e+00 
 25601 -9.7942e-02 +0.0000e+00 +0.0000e+00 
 25602 -3.9922e-01 +0.0000e+00 +0.0000e+00 
 25603 +1.9499e-01 +0.0000e+00 +0.0000e+00 
 25604 -1.5204e-01 +0.0000e+00 +0.0000e+00 
 25605 +1.2941e-01 +0.0000e+00 +0.0000e+00 
 25606 -3.3006e-02 +0.0000e+00 +0.0000e+00 
 25607 -2.6561e+00 +0.0000e+00 +0.0000e+00 
 25608 -1.2380e-01 +0.0000e+00 +0.0000e+00 
 25609 -2.7269e-02 +0.0000e+00 +0.0000e+00 
 25610 -5.0586e-02 +0.0000e+00 +0.0000e+00 
 25611 -8.1398e-02 +0.0000e+00 +0.0000e+00 
 25612 -3.1219e-01 +0.0000e+00 +0.0000e+00 
 25613 -3.5943e-01 +0.0000e+00 +0.0000e+00 
 25614 +1.9995e-02 +0.0000e+00 +0.0000e+00 
 25615 +6.3646e-02 +0.0000e+00 +0.0000e+00 
 25616 -1.5405e-02 +0.0000e+00 +0.0000e+00 
 25617 +7.8429e-02 +0.0000e+00 +0.0000e+00 
 25618 -2.4716e+00 +0.0000e+00 +0.0000e+00 
 25619 -1.5290e-01 +0.0000e+00 +0.0000e+00 
 25620 +1.7355e-01 +0.0000e+00 +0.0000e+00 
 25621 -3.5324e+00 +0.0000e+00 +0.0000e+00 
 25622 -2.5970e-01 +0.0000e+00 +0.0000e+00 
 25623 -1.1482e-01 +0.0000e+00 +0.0000e+00 
 25624 -1.1377e-01 +0.0000e+00 +0.0000e+00 
 25625 -1.3794e-01 +0.0000e+00 +0.0000e+00 
 25626 -2.7445e-01 +0.0000e+00 +0.0000e+00 
 25627 -1.1293e-01 +0.0000e+00 +0.0000e+00 
 25628 -1.2356e-01 +0.0000e+00 +0.0000e+00 
 25629 +7.2571e-04 +0.0000e+00 +0.0000e+00 
 25630 -3.7404e-01 +0.0000e+00 +0.0000e+00 
 25631 -2.9395e-02 +0.0000e+00 +0.0000e+00 
 25632 -3.4726e-01 +0.0000e+00 +0.0000e+00 
 25633 -2.2351e-01 +0.0000e+00 +0.0000e+00 
 25634 +7.0872e-02 +0.0000e+00 +0.0000e+00 
 25635 +1.4602e-01 +0.0000e+00 +0.0000e+00 
 25636 -8.3199e-02 +0.0000e+00 +0.0000e+00 
 25637 +8.1039e-01 +0.0000e+00 +0.0000e+00 
 25638 +2.7338e-01 +0.0000e+00 +0.0000e+00 
 25639 -3.1435e-01 +0.0000e+00 +0.0000e+00 
 25640 -8.8815e-02 +0.0000e+00 +0.0000e+00 
 25641 -1.2284e-02 +0.0000e+00 +0.0000e+00 
 25642 -5.7949e-03 +0.0000e+00 +0.0000e+00 
 25643 +4.5205e-01 +0.0000e+00 +0.0000e+00 
 25644 +8.1242e-02 +0.0000e+00 +0.0000e+00 
 25645 -2.5162e-01 +0.0000e+00 +0.0000e+00 
 25646 -3.4652e-02 +0.0000e+00 +0.0000e+00 
 25647 +4.4273e-02 +0.0000e+00 +0.0000e+00 
 25648 +1.2335e-01 +0.0000e+00 +0.0000e+00 
 25649 +3.8147e-01 +0.0000e+00 +0.0000e+00 
 25650 -2.8362e+00 +0.0000e+00 +0.0000e+00 
 25651 -1.3091e-01 +0.0000e+00 +0.0000e+00 
 25652 -2.8773e-02 +0.0000e+00 +0.0000e+00 
 25653 +1.7050e-02 +0.0000e+00 +0.0000e+00 
 25654 -5.2522e-02 +0.0000e+00 +0.0000e+00 
 25655 +2.0011e-01 +0.0000e+00 +0.0000e+00 
 25656 +5.0148e-01 +0.0000e+00 +0.0000e+00 
 25657 -1.0158e-01 +0.0000e+00 +0.0000e+00 
 25658 +4.6905e-03 +0.0000e+00 +0.0000e+00 
 25659 -1.0101e-01 +0.0000e+00 +0.0000e+00 
 25660 -1.3476e-01 +0.0000e+00 +0.0000e+00 
 25661 +9.7749e-02 +0.0000e+00 +0.0000e+00 
 25662 +1.1480e-01 +0.0000e+00 +0.0000e+00 
 25663 +3.4098e-01 +0.0000e+00 +0.0000e+00 
 25664 +1.3500e-01 +0.0000e+00 +0.0000e+00 
 25665 +3.4065e+00 +0.0000e+00 +0.0000e+00 
 25666 -1.5673e-03 +0.0000e+00 +0.0000e+00 
 25667 -1.7218e-02 +0.0000e+00 +0.0000e+00 
 25668 -2.6105e-01 +0.0000e+00 +0.0000e+00 
 25669 +2.7082e-01 +0.0000e+00 +0.0000e+00 
 25670 +5.4090e-03 +0.0000e+00 +0.0000e+00 
 25671 +2.3709e-02 +0.0000e+00 +0.0000e+00 
 25672 +3.1246e-01 +0.0000e+00 +0.0000e+00 
 25673 -5.5578e-02 +0.0000e+00 +0.0000e+00 
 25674 +4.1233e-02 +0.0000e+00 +0.0000e+00 
 25675 +1.7681e-02 +0.0000e+00 +0.0000e+00 
 25676 -1.0193e-02 +0.0000e+00 +0.0000e+00 
 25677 -2.7448e-01 +0.0000e+00 +0.0000e+00 
 25678 -1.3236e-01 +0.0000e+00 +0.0000e+00 
 25679 +9.8207e-03 +0.0000e+00 +0.0000e+00 
 25680 -2.8428e-01 +0.0000e+00 +0.0000e+00 
 25681 +7.5774e-01 +0.0000e+00 +0.0000e+00 
 25682 +3.2880e-02 +0.0000e+00 +0.0000e+00 
 25683 -7.1493e-02 +0.0000e+00 +0.0000e+00 
 25684 +6.5425e-02 +0.0000e+00 +0.0000e+00 
 25685 +1.1147e-01 +0.0000e+00 +0.0000e+00 
 25686 +2.0994e-02 +0.0000e+00 +0.0000e+00 
 25687 +4.3246e-02 +0.0000e+00 +0.0000e+00 
 25688 -1.8458e-01 +0.0000e+00 +0.0000e+00 
 25689 -1.9012e-01 +0.0000e+00 +0.0000e+00 
 25690 +6.4180e-02 +0.0000e+00 +0.0000e+00 
 25691 -4.2343e-02 +0.0000e+00 +0.0000e+00 
 25692 +4.3086e-02 +0.0000e+00 +0.0000e+00 
 25693 +1.0740e-01 +0.0000e+00 +0.0000e+00 
 25694 -9.9888e-02 +0.0000e+00 +0.0000e+00 
 25695 +1.1329e-01 +0.0000e+00 +0.0000e+00 
 25696 +3.6799e-01 +0.0000e+00 +0.0000e+00 
 25697 +7.5308e-01 +0.0000e+00 +0.0000e+00 
 25698 +1.1375e-01 +0.0000e+00 +0.0000e+00 
 25699 +5.5153e-02 +0.0000e+00 +0.0000e+00 
 25700 +3.1142e-01 +0.0000e+00 +0.0000e+00 
 25701 -4.1363e-01 +0.0000e+00 +0.0000e+00 
 25702 +2.9330e-01 +0.0000e+00 +0.0000e+00 
 25703 +6.6781e-02 +0.0000e+00 +0.0000e+00 
 25704 -4.0525e-02 +0.0000e+00 +0.0000e+00 
 25705 -1.4779e-02 +0.0000e+00 +0.0000e+00 
 25706 +8.9377e-02 +0.0000e+00 +0.0000e+00 
 25707 +1.9706e-01 +0.0000e+00 +0.0000e+00 
 25708 +1.2463e-01 +0.0000e+00 +0.0000e+00 
 25709 +5.7131e-02 +0.0000e+00 +0.0000e+00 
 25710 -3.7736e-02 +0.0000e+00 +0.0000e+00 
 25711 +1.9687e-01 +0.0000e+00 +0.0000e+00 
 25712 +2.0891e-01 +0.0000e+00 +0.0000e+00 
 25713 -2.1223e-02 +0.0000e+00 +0.0000e+00 
 25714 -1.1634e-01 +0.0000e+00 +0.0000e+00 
 25715 -2.2367e-01 +0.0000e+00 +0.0000e+00 
 25716 +4.0893e-02 +0.0000e+00 +0.0000e+00 
 25717 -5.0801e-03 +0.0000e+00 +0.0000e+00 
 25718 -4.0053e-01 +0.0000e+00 +0.0000e+00 
 25719 -5.0943e-02 +0.0000e+00 +0.0000e+00 
 25720 -8.8157e-02 +0.0000e+00 +0.0000e+00 
 25721 -3.2498e-01 +0.0000e+00 +0.0000e+00 
 25722 -2.1022e-01 +0.0000e+00 +0.0000e+00 
 25723 +6.0011e-02 +0.0000e+00 +0.0000e+00 
 25724 +4.8786e-01 +0.0000e+00 +0.0000e+00 
 25725 -1.7289e-01 +0.0000e+00 +0.0000e+00 
 25726 +1.0392e-01 +0.0000e+00 +0.0000e+00 
 25727 +1.6594e-02 +0.0000e+00 +0.0000e+00 
 25728 -3.5722e-01 +0.0000e+00 +0.0000e+00 
 25729 +6.5302e-03 +0.0000e+00 +0.0000e+00 
 25730 +5.4791e-02 +0.0000e+00 +0.0000e+00 
 25731 +9.4882e-01 +0.0000e+00 +0.0000e+00 
 25732 +4.3069e-02 +0.0000e+00 +0.0000e+00 
 25733 -1.3772e-01 +0.0000e+00 +0.0000e+00 
 25734 -1.5250e-01 +0.0000e+00 +0.0000e+00 
 25735 -4.7267e-01 +0.0000e+00 +0.0000e+00 
 25736 +6.1563e+00 +0.0000e+00 +0.0000e+00 
 25737 -9.6891e-02 +0.0000e+00 +0.0000e+00 
 25738 -6.4071e-02 +0.0000e+00 +0.0000e+00 
 25739 -1.1520e-02 +0.0000e+00 +0.0000e+00 
 25740 -1.2218e-01 +0.0000e+00 +0.0000e+00 
 25741 -1.0223e-01 +0.0000e+00 +0.0000e+00 
 25742 +1.1044e-01 +0.0000e+00 +0.0000e+00 
 25743 +1.2216e-01 +0.0000e+00 +0.0000e+00 
 25744 -3.7487e-02 +0.0000e+00 +0.0000e+00 
 25745 +7.1653e-02 +0.0000e+00 +0.0000e+00 
 25746 -2.3965e-01 +0.0000e+00 +0.0000e+00 
 25747 +1.8991e-01 +0.0000e+00 +0.0000e+00 
 25748 -3.9690e-02 +0.0000e+00 +0.0000e+00 
 25749 -6.5202e-01 +0.0000e+00 +0.0000e+00 
 25750 +4.3388e-02 +0.0000e+00 +0.0000e+00 
 25751 +4.3141e-02 +0.0000e+00 +0.0000e+00 
 25752 +1.7151e+00 +0.0000e+00 +0.0000e+00 
 25753 +7.5313e+00 +0.0000e+00 +0.0000e+00 
 25754 +4.1170e+00 +0.0000e+00 +0.0000e+00 
 25755 -1.3256e-01 +0.0000e+00 +0.0000e+00 
 25756 -2.0335e-02 +0.0000e+00 +0.0000e+00 
 25757 +4.9031e-01 +0.0000e+00 +0.0000e+00 
 25758 +1.2041e+00 +0.0000e+00 +0.0000e+00 
 25759 +2.2831e-01 +0.0000e+00 +0.0000e+00 
 25760 +1.4345e-01 +0.0000e+00 +0.0000e+00 
 25761 +9.7563e+00 +0.0000e+00 +0.0000e+00 
 25762 +4.6428e-02 +0.0000e+00 +0.0000e+00 
 25763 +6.7881e-01 +0.0000e+00 +0.0000e+00 
 25764 -2.5905e-01 +0.0000e+00 +0.0000e+00 
 25765 +1.9203e-01 +0.0000e+00 +0.0000e+00 
 25766 +3.6283e-02 +0.0000e+00 +0.0000e+00 
 25767 +1.0109e-01 +0.0000e+00 +0.0000e+00 
 25768 -3.6781e-02 +0.0000e+00 +0.0000e+00 
 25769 +3.9214e-01 +0.0000e+00 +0.0000e+00 
 25770 +5.2581e-02 +0.0000e+00 +0.0000e+00 
 25771 -3.4758e-01 +0.0000e+00 +0.0000e+00 
 25772 -9.2784e-02 +0.0000e+00 +0.0000e+00 
 25773 +2.0043e-01 +0.0000e+00 +0.0000e+00 
 25774 -1.8915e-01 +0.0000e+00 +0.0000e+00 
 25775 +4.0143e-01 +0.0000e+00 +0.0000e+00 
 25776 -2.1506e-01 +0.0000e+00 +0.0000e+00 
 25777 -1.3980e-01 +0.0000e+00 +0.0000e+00 
 25778 +1.0274e-02 +0.0000e+00 +0.0000e+00 
 25779 -8.8239e-02 +0.0000e+00 +0.0000e+00 
 25780 -3.1780e-01 +0.0000e+00 +0.0000e+00 
 25781 +3.4253e-01 +0.0000e+00 +0.0000e+00 
 25782 +3.1428e-01 +0.0000e+00 +0.0000e+00 
 25783 -1.4664e-01 +0.0000e+00 +0.0000e+00 
 25784 -3.5556e-02 +0.0000e+00 +0.0000e+00 
 25785 +1.4766e-01 +0.0000e+00 +0.0000e+00 
 25786 -3.2594e-01 +0.0000e+00 +0.0000e+00 
 25787 -2.4537e-03 +0.0000e+00 +0.0000e+00 
 25788 +1.3909e-01 +0.0000e+00 +0.0000e+00 
 25789 +9.6105e-03 +0.0000e+00 +0.0000e+00 
 25790 +6.4740e+00 +0.0000e+00 +0.0000e+00 
 25791 -1.0078e+01 +0.0000e+00 +0.0000e+00 
 25792 +4.3063e-01 +0.0000e+00 +0.0000e+00 
 25793 -6.5123e-02 +0.0000e+00 +0.0000e+00 
 25794 +1.0637e-01 +0.0000e+00 +0.0000e+00 
 25795 -4.9746e-02 +0.0000e+00 +0.0000e+00 
 25796 -3.5928e-02 +0.0000e+00 +0.0000e+00 
 25797 -2.8747e-01 +0.0000e+00 +0.0000e+00 
 25798 +1.7731e-01 +0.0000e+00 +0.0000e+00 
 25799 +4.6829e+00 +0.0000e+00 +0.0000e+00 
 25800 +8.3712e+00 +0.0000e+00 +0.0000e+00 
 25801 +5.4314e+00 +0.0000e+00 +0.0000e+00 
 25802 +2.8396e+00 +0.0000e+00 +0.0000e+00 
 25803 -5.7285e-01 +0.0000e+00 +0.0000e+00 
 25804 -3.0483e-02 +0.0000e+00 +0.0000e+00 
 25805 +6.2613e-02 +0.0000e+00 +0.0000e+00 
 25806 +1.4503e-02 +0.0000e+00 +0.0000e+00 
 25807 +9.0382e-02 +0.0000e+00 +0.0000e+00 
 25808 -1.9230e-02 +0.0000e+00 +0.0000e+00 
 25809 -1.2821e-01 +0.0000e+00 +0.0000e+00 
 25810 +3.5458e+00 +0.0000e+00 +0.0000e+00 
 25811 -2.3339e-02 +0.0000e+00 +0.0000e+00 
 25812 -2.4117e-01 +0.0000e+00 +0.0000e+00 
 25813 +3.9007e-02 +0.0000e+00 +0.0000e+00 
 25814 +3.8867e-01 +0.0000e+00 +0.0000e+00 
 25815 +4.4582e-02 +0.0000e+00 +0.0000e+00 
 25816 -8.5325e-02 +0.0000e+00 +0.0000e+00 
 25817 +5.8858e-02 +0.0000e+00 +0.0000e+00 
 25818 -2.0729e-01 +0.0000e+00 +0.0000e+00 
 25819 -9.8862e-02 +0.0000e+00 +0.0000e+00 
 25820 -5.9566e-02 +0.0000e+00 +0.0000e+00 
 25821 -8.2418e-02 +0.0000e+00 +0.0000e+00 
 25822 +4.0308e-01 +0.0000e+00 +0.0000e+00 
 25823 +6.6811e-02 +0.0000e+00 +0.0000e+00 
 25824 -1.9537e+00 +0.0000e+00 +0.0000e+00 
 25825 +2.0535e-01 +0.0000e+00 +0.0000e+00 
 25826 -1.9210e+00 +0.0000e+00 +0.0000e+00 
 25827 -1.5928e-02 +0.0000e+00 +0.0000e+00 
 25828 -3.2092e-02 +0.0000e+00 +0.0000e+00 
 25829 +1.8382e-01 +0.0000e+00 +0.0000e+00 
 25830 -6.7451e-02 +0.0000e+00 +0.0000e+00 
 25831 +8.9150e-02 +0.0000e+00 +0.0000e+00 
 25832 +1.7271e-01 +0.0000e+00 +0.0000e+00 
 25833 +4.2150e-02 +0.0000e+00 +0.0000e+00 
 25834 -9.9006e-02 +0.0000e+00 +0.0000e+00 
 25835 -4.4609e-02 +0.0000e+00 +0.0000e+00 
 25836 +1.8716e-01 +0.0000e+00 +0.0000e+00 
 25837 -9.6127e-02 +0.0000e+00 +0.0000e+00 
 25838 -6.1499e-02 +0.0000e+00 +0.0000e+00 
 25839 -1.6778e+00 +0.0000e+00 +0.0000e+00 
 25840 +1.6540e-01 +0.0000e+00 +0.0000e+00 
 25841 -1.9962e-01 +0.0000e+00 +0.0000e+00 
 25842 +6.9755e-01 +0.0000e+00 +0.0000e+00 
 25843 +1.0294e-01 +0.0000e+00 +0.0000e+00 
 25844 +5.0116e-02 +0.0000e+00 +0.0000e+00 
 25845 +5.1201e-02 +0.0000e+00 +0.0000e+00 
 25846 +5.1117e-02 +0.0000e+00 +0.0000e+00 
 25847 -1.6829e+00 +0.0000e+00 +0.0000e+00 
 25848 -6.6482e-03 +0.0000e+00 +0.0000e+00 
 25849 +1.0375e-01 +0.0000e+00 +0.0000e+00 
 25850 -1.6737e-02 +0.0000e+00 +0.0000e+00 
 25851 -7.2692e-02 +0.0000e+00 +0.0000e+00 
 25852 +9.4266e-01 +0.0000e+00 +0.0000e+00 
 25853 +1.4678e-01 +0.0000e+00 +0.0000e+00 
 25854 +1.2770e-01 +0.0000e+00 +0.0000e+00 
 25855 +7.0417e-02 +0.0000e+00 +0.0000e+00 
 25856 +5.9369e-02 +0.0000e+00 +0.0000e+00 
 25857 -1.3508e+00 +0.0000e+00 +0.0000e+00 
 25858 +2.7789e-02 +0.0000e+00 +0.0000e+00 
 25859 +1.3474e-01 +0.0000e+00 +0.0000e+00 
 25860 +5.6211e+00 +0.0000e+00 +0.0000e+00 
 25861 +1.9089e-01 +0.0000e+00 +0.0000e+00 
 25862 -2.8315e-01 +0.0000e+00 +0.0000e+00 
 25863 -1.0380e-01 +0.0000e+00 +0.0000e+00 
 25864 -5.5945e-02 +0.0000e+00 +0.0000e+00 
 25865 +2.5060e-01 +0.0000e+00 +0.0000e+00 
 25866 -1.0108e-01 +0.0000e+00 +0.0000e+00 
 25867 +5.2520e-02 +0.0000e+00 +0.0000e+00 
 25868 -2.7209e+00 +0.0000e+00 +0.0000e+00 
 25869 +4.4650e-01 +0.0000e+00 +0.0000e+00 
 25870 -1.1984e-01 +0.0000e+00 +0.0000e+00 
 25871 -8.2914e-02 +0.0000e+00 +0.0000e+00 
 25872 +1.7209e+01 +0.0000e+00 +0.0000e+00 
 25873 -2.0671e+00 +0.0000e+00 +0.0000e+00 
 25874 -3.9077e-01 +0.0000e+00 +0.0000e+00 
 25875 -4.4282e-01 +0.0000e+00 +0.0000e+00 
 25876 +1.1605e-02 +0.0000e+00 +0.0000e+00 
 25877 +1.0931e-01 +0.0000e+00 +0.0000e+00 
 25878 -2.4485e-02 +0.0000e+00 +0.0000e+00 
 25879 -1.4397e-01 +0.0000e+00 +0.0000e+00 
 25880 -1.9201e-01 +0.0000e+00 +0.0000e+00 
 25881 -1.9219e-01 +0.0000e+00 +0.0000e+00 
 25882 -8.7512e-02 +0.0000e+00 +0.0000e+00 
 25883 +1.6437e-01 +0.0000e+00 +0.0000e+00 
 25884 -9.7367e-03 +0.0000e+00 +0.0000e+00 
 25885 +4.2563e-02 +0.0000e+00 +0.0000e+00 
 25886 -4.3851e-02 +0.0000e+00 +0.0000e+00 
 25887 +5.7524e-03 +0.0000e+00 +0.0000e+00 
 25888 +4.3147e+00 +0.0000e+00 +0.0000e+00 
 25889 +7.0293e-02 +0.0000e+00 +0.0000e+00 
 25890 +4.5501e+00 +0.0000e+00 +0.0000e+00 
 25891 -1.4449e-01 +0.0000e+00 +0.0000e+00 
 25892 -1.5895e-01 +0.0000e+00 +0.0000e+00 
 25893 -1.6055e-01 +0.0000e+00 +0.0000e+00 
 25894 +7.7915e-02 +0.0000e+00 +0.0000e+00 
 25895 +9.5896e-02 +0.0000e+00 +0.0000e+00 
 25896 -2.3105e-01 +0.0000e+00 +0.0000e+00 
 25897 +5.0014e-02 +0.0000e+00 +0.0000e+00 
 25898 -8.0041e-02 +0.0000e+00 +0.0000e+00 
 25899 +1.7781e-01 +0.0000e+00 +0.0000e+00 
 25900 +8.1013e-03 +0.0000e+00 +0.0000e+00 
 25901 +2.2746e-01 +0.0000e+00 +0.0000e+00 
 25902 +1.3123e-01 +0.0000e+00 +0.0000e+00 
 25903 -1.6673e-02 +0.0000e+00 +0.0000e+00 
 25904 +4.1613e-01 +0.0000e+00 +0.0000e+00 
 25905 -1.5385e+00 +0.0000e+00 +0.0000e+00 
 25906 +1.5624e-01 +0.0000e+00 +0.0000e+00 
 25907 -6.2103e-02 +0.0000e+00 +0.0000e+00 
 25908 +1.0200e-01 +0.0000e+00 +0.0000e+00 
 25909 +5.1724e+00 +0.0000e+00 +0.0000e+00 
 25910 +8.4863e-01 +0.0000e+00 +0.0000e+00 
 25911 -1.2440e-01 +0.0000e+00 +0.0000e+00 
 25912 +1.5573e-01 +0.0000e+00 +0.0000e+00 
 25913 -1.1012e-01 +0.0000e+00 +0.0000e+00 
 25914 +8.8057e-02 +0.0000e+00 +0.0000e+00 
 25915 +1.1691e+01 +0.0000e+00 +0.0000e+00 
 25916 -4.6183e+00 +0.0000e+00 +0.0000e+00 
 25917 -7.7251e-02 +0.0000e+00 +0.0000e+00 
 25918 -4.5439e-02 +0.0000e+00 +0.0000e+00 
 25919 +9.2873e-02 +0.0000e+00 +0.0000e+00 
 25920 +8.8535e-02 +0.0000e+00 +0.0000e+00 
 25921 +3.1774e-01 +0.0000e+00 +0.0000e+00 
 25922 -3.8950e+00 +0.0000e+00 +0.0000e+00 
 25923 +1.6219e-01 +0.0000e+00 +0.0000e+00 
 25924 +3.6857e-02 +0.0000e+00 +0.0000e+00 
 25925 -2.1110e-01 +0.0000e+00 +0.0000e+00 
 25926 -2.9919e-01 +0.0000e+00 +0.0000e+00 
 25927 -1.6254e-01 +0.0000e+00 +0.0000e+00 
 25928 -2.2759e-02 +0.0000e+00 +0.0000e+00 
 25929 -1.0047e-01 +0.0000e+00 +0.0000e+00 
 25930 -2.9698e-02 +0.0000e+00 +0.0000e+00 
 25931 +1.0476e-01 +0.0000e+00 +0.0000e+00 
