
Fuerzas directamente en los nudos (reacciones)
  nudo          fx          fy          fz
 28376 +1.3608e-01 +0.0000e+00 +0.0000e+00 
 28377 -2.9765e-01 +0.0000e+00 +0.0000e+00 
 28378 +3.9198e-01 +0.0000e+00 +0.0000e+00 
 28379 +7.7756e-02 +0.0000e+00 +0.0000e+00 
 28380 +2.1352e-01 +0.0000e+00 +0.0000e+00 
 28381 +1.5638e-01 +0.0000e+00 +0.0000e+00 
 28382 -8.4607e-02 +0.0000e+00 +0.0000e+00 
 28383 +1.7818e-01 +0.0000e+00 +0.0000e+00 
 28384 +1.7824e-01 +0.0000e+00 +0.0000e+00 
 28385 +1.1195e+01 +0.0000e+00 +0.0000e+00 
 28386 +1.6033e-01 +0.0000e+00 +0.0000e+00 
 28387 +1.1357e-01 +0.0000e+00 +0.0000e+00 
 28388 +2.4992e-01 +0.0000e+00 +0.0000e+00 
 28389 +6.3213e-01 +0.0000e+00 +0.0000e+00 
 28390 +1.1207e-01 +0.0000e+00 +0.0000e+00 
 28391 +7.8837e-01 +0.0000e+00 +0.0000e+00 
 28392 +2.2434e-01 +0.0000e+00 +0.0000e+00 
 28393 -7.4991e+00 +0.0000e+00 +0.0000e+00 
 28394 -1.3561e-01 +0.0000e+00 +0.0000e+00 
 28395 +8.2563e-02 +0.0000e+00 +0.0000e+00 
 28396 +2.6730e-02 +0.0000e+00 +0.0000e+00 
 28397 -2.2915e-02 +0.0000e+00 +0.0000e+00 
 28398 +1.5699e-01 +0.0000e+00 +0.0000e+00 
 28399 +3.4632e-02 +0.0000e+00 +0.0000e+00 
 28400 +3.4722e-01 +0.0000e+00 +0.0000e+00 
 28401 +6.6935e-01 +0.0000e+00 +0.0000e+00 
 28402 -5.2017e-02 +0.0000e+00 +0.0000e+00 
 28403 -1.2438e-02 +0.0000e+00 +0.0000e+00 
 28404 -4.4679e-01 +0.0000e+00 +0.0000e+00 
 28405 +2.4536e-01 +0.0000e+00 +0.0000e+00 
 28406 +2.0911e-01 +0.0000e+00 +0.0000e+00 
 28407 +1.5203e-01 +0.0000e+00 +0.0000e+00 
 28408 +9.4951e-02 +0.0000e+00 +0.0000e+00 
 28409 -1.8120e-01 +0.0000e+00 +0.0000e+00 
 28410 -8.6480e-02 +0.0000e+00 +0.0000e+00 
 28411 +3.0812e+00 +0.0000e+00 +0.0000e+00 
 28412 -6.1478e+00 +0.0000e+00 +0.0000e+00 
 28413 +6.0396e-02 +0.0000e+00 +0.0000e+00 
 28414 -1.0205e-01 +0.0000e+00 +0.0000e+00 
 28415 +1.7192e-01 +0.0000e+00 +0.0000e+00 
 28416 +8.4979e-02 +0.0000e+00 +0.0000e+00 
 28417 -1.6524e+00 +0.0000e+00 +0.0000e+00 
 28418 +2.5326e-02 +0.0000e+00 +0.0000e+00 
 28419 -3.0046e-02 +0.0000e+00 +0.0000e+00 
 28420 -1.1571e-01 +0.0000e+00 +0.0000e+00 
 28421 -8.3236e-03 +0.0000e+00 +0.0000e+00 
 28422 +1.0609e-01 +0.0000e+00 +0.0000e+00 
 28423 +1.5800e-02 +0.0000e+00 +0.0000e+00 
 28424 +5.0527e-01 +0.0000e+00 +0.0000e+00 
 28425 +5.2541e-01 +0.0000e+00 +0.0000e+00 
 28426 -4.4482e-02 +0.0000e+00 +0.0000e+00 
 28427 +1.6987e-02 +0.0000e+00 +0.0000e+00 
 28428 -1.5332e-01 +0.0000e+00 +0.0000e+00 
 28429 +7.6224e-02 +0.0000e+00 +0.0000e+00 
 28430 -2.5518e-01 +0.0000e+00 +0.0000e+00 
 28431 -4.8580e-01 +0.0000e+00 +0.0000e+00 
 28432 +1.7414e-01 +0.0000e+00 +0.0000e+00 
 28433 -2.5403e-02 +0.0000e+00 +0.0000e+00 
 28434 +3.8894e-02 +0.0000e+00 +0.0000e+00 
 28435 +2.6847e-02 +0.0000e+00 +0.0000e+00 
 28436 -2.7176e-02 +0.0000e+00 +0.0000e+00 
 28437 -1.2032e-01 +0.0000e+00 +0.0000e+00 
 28438 +7.8595e-01 +0.0000e+00 +0.0000e+00 
 28439 -4.5515e-02 +0.0000e+00 +0.0000e+00 
 28440 -2.7877e-01 +0.0000e+00 +0.0000e+00 
 28441 -1.1844e-01 +0.0000e+00 +0.0000e+00 
 28442 +4.1467e-02 +0.0000e+00 +0.0000e+00 
 28443 +1.7699e-03 +0.0000e+00 +0.0000e+00 
 28444 +5.4300e-02 +0.0000e+00 +0.0000e+00 
 28445 +7.4435e+00 +0.0000e+00 +0.0000e+00 
 28446 -1.5379e-01 +0.0000e+00 +0.0000e+00 
 28447 +7.9254e-01 +0.0000e+00 +0.0000e+00 
 28448 -7.9406e+00 +0.0000e+00 +0.0000e+00 
 28449 +8.7687e+00 +0.0000e+00 +0.0000e+00 
 28450 -2.8420e-02 +0.0000e+00 +0.0000e+00 
 28451 -1.4755e-01 +0.0000e+00 +0.0000e+00 
 28452 +2.9048e-03 +0.0000e+00 +0.0000e+00 
 28453 +4.8914e-02 +0.0000e+00 +0.0000e+00 
 28454 +1.7362e-01 +0.0000e+00 +0.0000e+00 
 28455 +5.8929e-02 +0.0000e+00 +0.0000e+00 
 28456 +5.0585e-01 +0.0000e+00 +0.0000e+00 
 28457 -4.1838e-01 +0.0000e+00 +0.0000e+00 
 28458 -2.1259e-01 +0.0000e+00 +0.0000e+00 
 28459 -1.8059e-03 +0.0000e+00 +0.0000e+00 
 28460 -1.1984e-01 +0.0000e+00 +0.0000e+00 
 28461 +2.8596e-02 +0.0000e+00 +0.0000e+00 
 28462 +5.5900e-02 +0.0000e+00 +0.0000e+00 
 28463 -6.7576e-02 +0.0000e+00 +0.0000e+00 
 28464 -3.0184e-02 +0.0000e+00 +0.0000e+00 
 28465 -3.0787e-01 +0.0000e+00 +0.0000e+00 
 28466 -6.0807e-02 +0.0000e+00 +0.0000e+00 
 28467 +6.5639e-02 +0.0000e+00 +0.0000e+00 
 28468 +6.3798e-02 +0.0000e+00 +0.0000e+00 
 28469 -6.0215e-01 +0.0000e+00 +0.0000e+00 
 28470 +5.7330e-02 +0.0000e+00 +0.0000e+00 
 28471 -7.7240e-02 +0.0000e+00 +0.0000e+00 
 28472 -3.0934e-02 +0.0000e+00 +0.0000e+00 
 28473 +6.9073e-02 +0.0000e+00 +0.0000e+00 
 28474 -3.8602e-02 +0.0000e+00 +0.0000e+00 
 28475 +1.0692e-02 +0.0000e+00 +0.0000e+00 
 28476 +5.5535e-01 +0.0000e+00 +0.0000e+00 
 28477 +3.5714e-01 +0.0000e+00 +0.0000e+00 
 28478 +9.7848e+00 +0.0000e+00 +0.0000e+00 
 28479 -2.4933e+01 +0.0000e+00 +0.0000e+00 
 28480 -8.2637e-02 +0.0000e+00 +0.0000e+00 
 28481 -6.2421e-02 +0.0000e+00 +0.0000e+00 
 28482 +2.4912e-01 +0.0000e+00 +0.0000e+00 
 28483 +1.5545e-01 +0.0000e+00 +0.0000e+00 
 28484 -2.5606e-02 +0.0000e+00 +0.0000e+00 
 28485 -7.4208e-01 +0.0000e+00 +0.0000e+00 
 28486 +2.4687e-02 +0.0000e+00 +0.0000e+00 
 28487 -1.0302e-02 +0.0000e+00 +0.0000e+00 
 28488 -2.0611e-01 +0.0000e+00 +0.0000e+00 
 28489 -7.7871e-02 +0.0000e+00 +0.0000e+00 
 28490 -2.4525e-01 +0.0000e+00 +0.0000e+00 
 28491 +4.9932e-02 +0.0000e+00 +0.0000e+00 
 28492 -1.0230e-01 +0.0000e+00 +0.0000e+00 
 28493 +3.3277e-02 +0.0000e+00 +0.0000e+00 
 28494 +4.9302e-01 +0.0000e+00 +0.0000e+00 
 28495 +1.0172e+01 +0.0000e+00 +0.0000e+00 
 28496 -7.1765e-02 +0.0000e+00 +0.0000e+00 
 28497 -1.3368e+00 +0.0000e+00 +0.0000e+00 
 28498 +2.1172e-02 +0.0000e+00 +0.0000e+00 
 28499 -1.5926e-01 +0.0000e+00 +0.0000e+00 
 28500 -9.2194e-02 +0.0000e+00 +0.0000e+00 
 28501 +2.8582e-02 +0.0000e+00 +0.0000e+00 
 28502 -9.8177e-02 +0.0000e+00 +0.0000e+00 
 28503 +2.2750e-01 +0.0000e+00 +0.0000e+00 
 28504 -2.1635e-01 +0.0000e+00 +0.0000e+00 
 28505 -6.1958e-01 +0.0000e+00 +0.0000e+00 
 28506 +2.8602e-01 +0.0000e+00 +0.0000e+00 
 28507 +1.5652e-01 +0.0000e+00 +0.0000e+00 
 28508 +2.0572e-01 +0.0000e+00 +0.0000e+00 
 28509 +1.1802e-01 +0.0000e+00 +0.0000e+00 
 28510 -6.5991e-02 +0.0000e+00 +0.0000e+00 
 28511 -2.5391e+00 +0.0000e+00 +0.0000e+00 
 28512 +1.3746e+01 +0.0000e+00 +0.0000e+00 
 28513 -1.3128e-01 +0.0000e+00 +0.0000e+00 
 28514 +1.4439e-01 +0.0000e+00 +0.0000e+00 
 28515 -3.0324e-01 +0.0000e+00 +0.0000e+00 
 28516 -1.6077e-01 +0.0000e+00 +0.0000e+00 
 28517 +3.4813e-02 +0.0000e+00 +0.0000e+00 
 28518 -2.7841e-01 +0.0000e+00 +0.0000e+00 
 28519 -5.0048e-02 +0.0000e+00 +0.0000e+00 
 28520 +2.1381e-02 +0.0000e+00 +0.0000e+00 
 28521 +5.3173e-02 +0.0000e+00 +0.0000e+00 
 28522 +5.8122e-02 +0.0000e+00 +0.0000e+00 
 28523 -8.6081e-03 +0.0000e+00 +0.0000e+00 
 28524 +8.9853e-02 +0.0000e+00 +0.0000e+00 
 28525 +5.0345e-01 +0.0000e+00 +0.0000e+00 
 28526 -3.9971e-02 +0.0000e+00 +0.0000e+00 
 28527 -1.5368e-01 +0.0000e+00 +0.0000e+00 
 28528 +1.5214e-01 +0.0000e+00 +0.0000e+00 
 28529 +1.1866e-01 +0.0000e+00 +0.0000e+00 
 28530 -1.4355e-01 +0.0000e+00 +0.0000e+00 
 28531 +5.0374e-02 +0.0000e+00 +0.0000e+00 
 28532 +4.0263e-02 +0.0000e+00 +0.0000e+00 
 28533 -2.4609e-02 +0.0000e+00 +0.0000e+00 
 28534 +2.9848e-01 +0.0000e+00 +0.0000e+00 
 28535 +4.6046e-02 +0.0000e+00 +0.0000e+00 
 28536 +8.5752e-02 +0.0000e+00 +0.0000e+00 
 28537 +9.4997e-02 +0.0000e+00 +0.0000e+00 
 28538 -2.8443e+00 +0.0000e+00 +0.0000e+00 
 28539 -5.1362e-02 +0.0000e+00 +0.0000e+00 
 28540 -2.5508e-02 +0.0000e+00 +0.0000e+00 
 28541 +1.1455e-01 +0.0000e+00 +0.0000e+00 
 28542 +1.5495e-01 +0.0000e+00 +0.0000e+00 
 28543 +1.7610e+01 +0.0000e+00 +0.0000e+00 
 28544 -1.5195e+01 +0.0000e+00 +0.0000e+00 
 28545 -1.2153e+00 +0.0000e+00 +0.0000e+00 
 28546 +5.1598e-02 +0.0000e+00 +0.0000e+00 
 28547 -2.8425e-01 +0.0000e+00 +0.0000e+00 
 28548 -6.9547e-02 +0.0000e+00 +0.0000e+00 
 28549 +1.4371e-01 +0.0000e+00 +0.0000e+00 
 28550 +2.3973e-01 +0.0000e+00 +0.0000e+00 
 28551 +3.4676e-02 +0.0000e+00 +0.0000e+00 
 28552 +2.1912e-02 +0.0000e+00 +0.0000e+00 
 28553 +1.6038e-01 +0.0000e+00 +0.0000e+00 
 28554 -4.6515e+00 +0.0000e+00 +0.0000e+00 
 28555 +1.2003e-01 +0.0000e+00 +0.0000e+00 
 28556 -8.6045e-01 +0.0000e+00 +0.0000e+00 
 28557 -9.6223e-02 +0.0000e+00 +0.0000e+00 
 28558 -1.0954e-01 +0.0000e+00 +0.0000e+00 
 28559 +2.0297e-01 +0.0000e+00 +0.0000e+00 
 28560 +4.2747e-01 +0.0000e+00 +0.0000e+00 
 28561 +8.7222e-02 +0.0000e+00 +0.0000e+00 
 28562 -1.2389e-01 +0.0000e+00 +0.0000e+00 
 28563 +3.4123e-02 +0.0000e+00 +0.0000e+00 
 28564 +1.2350e-01 +0.0000e+00 +0.0000e+00 
 28565 -1.3716e-01 +0.0000e+00 +0.0000e+00 
 28566 +9.5395e-02 +0.0000e+00 +0.0000e+00 
 28567 -9.1519e+00 +0.0000e+00 +0.0000e+00 
 28568 +8.3777e-02 +0.0000e+00 +0.0000e+00 
 28569 -6.5620e-02 +0.0000e+00 +0.0000e+00 
 28570 +9.9317e+00 +0.0000e+00 +0.0000e+00 
 28571 -1.6746e-01 +0.0000e+00 +0.0000e+00 
 28572 +5.2715e-03 +0.0000e+00 +0.0000e+00 
 28573 +2.5449e-01 +0.0000e+00 +0.0000e+00 
 28574 -2.7252e-01 +0.0000e+00 +0.0000e+00 
 28575 -2.2683e-01 +0.0000e+00 +0.0000e+00 
 28576 +4.2295e-01 +0.0000e+00 +0.0000e+00 
 28577 +4.7490e-03 +0.0000e+00 +0.0000e+00 
 28578 -3.5603e-01 +0.0000e+00 +0.0000e+00 
 28579 -5.2078e-02 +0.0000e+00 +0.0000e+00 
 28580 +2.9833e-02 +0.0000e+00 +0.0000e+00 
 28581 +5.5396e-02 +0.0000e+00 +0.0000e+00 
 28582 -1.3840e-01 +0.0000e+00 +0.0000e+00 
 28583 +4.5385e-01 +0.0000e+00 +0.0000e+00 
 28584 +2.4040e-02 +0.0000e+00 +0.0000e+00 
 28585 +6.7685e-02 +0.0000e+00 +0.0000e+00 
 28586 +9.3384e-02 +0.0000e+00 +0.0000e+00 
 28587 +6.2103e-02 +0.0000e+00 +0.0000e+00 
 28588 +1.1186e-03 +0.0000e+00 +0.0000e+00 
 28589 -1.3454e-01 +0.0000e+00 +0.0000e+00 
 28590 -4.7560e-02 +0.0000e+00 +0.0000e+00 
 28591 -1.9245e-01 +0.0000e+00 +0.0000e+00 
 28592 +5.4170e-01 +0.0000e+00 +0.0000e+00 
 28593 -1.1577e-01 +0.0000e+00 +0.0000e+00 
 28594 -9.0646e-02 +0.0000e+00 +0.0000e+00 
 28595 -2.1556e-02 +0.0000e+00 +0.0000e+00 
 28596 -3.9463e-01 +0.0000e+00 +0.0000e+00 
 28597 +6.1866e-02 +0.0000e+00 +0.0000e+00 
 28598 +7.3206e+00 +0.0000e+00 +0.0000e+00 
 28599 +1.5742e+01 +0.0000e+00 +0.0000e+00 
 28600 +1.3339e+01 +0.0000e+00 +0.0000e+00 
 28601 +4.5032e+00 +0.0000e+00 +0.0000e+00 
 28602 +6.6808e+00 +0.0000e+00 +0.0000e+00 
 28603 -3.1385e-01 +0.0000e+00 +0.0000e+00 
 28604 -2.0368e-01 +0.0000e+00 +0.0000e+00 
 28605 +2.6615e-02 +0.0000e+00 +0.0000e+00 
 28606 +1.3360e-02 +0.0000e+00 +0.0000e+00 
 28607 +8.3452e-02 +0.0000e+00 +0.0000e+00 
 28608 +1.8510e-02 +0.0000e+00 +0.0000e+00 
 28609 -1.3625e-01 +0.0000e+00 +0.0000e+00 
 28610 -4.6909e-01 +0.0000e+00 +0.0000e+00 
 28611 -4.1711e+00 +0.0000e+00 +0.0000e+00 
 28612 -4.6694e-02 +0.0000e+00 +0.0000e+00 
 28613 -3.9633e-01 +0.0000e+00 +0.0000e+00 
 28614 +8.6805e-02 +0.0000e+00 +0.0000e+00 
 28615 +4.5567e-02 +0.0000e+00 +0.0000e+00 
 28616 +1.3018e-01 +0.0000e+00 +0.0000e+00 
 28617 +1.3046e-02 +0.0000e+00 +0.0000e+00 
 28618 -3.9480e-02 +0.0000e+00 +0.0000e+00 
 28619 -1.9110e-01 +0.0000e+00 +0.0000e+00 
 28620 +2.6926e-02 +0.0000e+00 +0.0000e+00 
 28621 -3.5917e-01 +0.0000e+00 +0.0000e+00 
 28622 -8.5969e-02 +0.0000e+00 +0.0000e+00 
 28623 -6.7476e-02 +0.0000e+00 +0.0000e+00 
 28624 +7.9051e-02 +0.0000e+00 +0.0000e+00 
 28625 +4.4477e-01 +0.0000e+00 +0.0000e+00 
 28626 +2.1164e-02 +0.0000e+00 +0.0000e+00 
 28627 +1.2751e-01 +0.0000e+00 +0.0000e+00 
 28628 -5.7488e-02 +0.0000e+00 +0.0000e+00 
 28629 +7.4650e-02 +0.0000e+00 +0.0000e+00 
 28630 -6.5141e-03 +0.0000e+00 +0.0000e+00 
 28631 +3.0936e-02 +0.0000e+00 +0.0000e+00 
 28632 +2.9554e-01 +0.0000e+00 +0.0000e+00 
 28633 +1.6211e-01 +0.0000e+00 +0.0000e+00 
 28634 -1.8457e+00 +0.0000e+00 +0.0000e+00 
 28635 -4.0121e-01 +0.0000e+00 +0.0000e+00 
 28636 +5.4453e-02 +0.0000e+00 +0.0000e+00 
 28637 -2.5809e-01 +0.0000e+00 +0.0000e+00 
 28638 +5.4354e-02 +0.0000e+00 +0.0000e+00 
 28639 +1.3367e-01 +0.0000e+00 +0.0000e+00 
 28640 +9.7515e-02 +0.0000e+00 +0.0000e+00 
 28641 +2.9403e-02 +0.0000e+00 +0.0000e+00 
 28642 -2.3875e-01 +0.0000e+00 +0.0000e+00 
 28643 +2.7824e-01 +0.0000e+00 +0.0000e+00 
 28644 -1.4959e-01 +0.0000e+00 +0.0000e+00 
 28645 +2.1430e-03 +0.0000e+00 +0.0000e+00 
 28646 +1.7116e-02 +0.0000e+00 +0.0000e+00 
 28647 +6.2648e-02 +0.0000e+00 +0.0000e+00 
 28648 -6.0481e+00 +0.0000e+00 +0.0000e+00 
 28649 +9.9376e-03 +0.0000e+00 +0.0000e+00 
 28650 +1.5377e-01 +0.0000e+00 +0.0000e+00 
 28651 -8.9269e-02 +0.0000e+00 +0.0000e+00 
 28652 -1.3657e-01 +0.0000e+00 +0.0000e+00 
 28653 -1.7525e-01 +0.0000e+00 +0.0000e+00 
 28654 +6.0702e-02 +0.0000e+00 +0.0000e+00 
 28655 +9.5140e-02 +0.0000e+00 +0.0000e+00 
 28656 -5.7403e+00 +0.0000e+00 +0.0000e+00 
 28657 +2.4856e-01 +0.0000e+00 +0.0000e+00 
 28658 -2.3617e-02 +0.0000e+00 +0.0000e+00 
 28659 +1.5855e-01 +0.0000e+00 +0.0000e+00 
 28660 +4.6062e-01 +0.0000e+00 +0.0000e+00 
 28661 -1.5369e+00 +0.0000e+00 +0.0000e+00 
 28662 +3.2937e-01 +0.0000e+00 +0.0000e+00 
 28663 -3.7658e-01 +0.0000e+00 +0.0000e+00 
 28664 -9.1718e-02 +0.0000e+00 +0.0000e+00 
 28665 -7.1783e-02 +0.0000e+00 +0.0000e+00 
 28666 +1.2774e-01 +0.0000e+00 +0.0000e+00 
 28667 +4.4554e-02 +0.0000e+00 +0.0000e+00 
 28668 -1.2307e-01 +0.0000e+00 +0.0000e+00 
 28669 +5.5937e-01 +0.0000e+00 +0.0000e+00 
 28670 +1.3243e-01 +0.0000e+00 +0.0000e+00 
 28671 -3.7083e-02 +0.0000e+00 +0.0000e+00 
 28672 +9.8063e-02 +0.0000e+00 +0.0000e+00 
 28673 -8.7390e-02 +0.0000e+00 +0.0000e+00 
 28674 -1.6047e-01 +0.0000e+00 +0.0000e+00 
 28675 -4.2983e-03 +0.0000e+00 +0.0000e+00 
 28676 -6.7817e-03 +0.0000e+00 +0.0000e+00 
 28677 +1.5909e-01 +0.0000e+00 +0.0000e+00 
 28678 +8.9184e-01 +0.0000e+00 +0.0000e+00 
 28679 -7.5547e-02 +0.0000e+00 +0.0000e+00 
 28680 +5.6029e-02 +0.0000e+00 +0.0000e+00 
 28681 -6.9054e-02 +0.0000e+00 +0.0000e+00 
 28682 +1.9464e-02 +0.0000e+00 +0.0000e+00 
 28683 -1.4915e-01 +0.0000e+00 +0.0000e+00 
 28684 +7.8811e-02 +0.0000e+00 +0.0000e+00 
 28685 +1.2831e-01 +0.0000e+00 +0.0000e+00 
 28686 -2.1696e-02 +0.0000e+00 +0.0000e+00 
 28687 +1.3523e-01 +0.0000e+00 +0.0000e+00 
 28688 +6.9866e-02 +0.0000e+00 +0.0000e+00 
 28689 +1.1140e-01 +0.0000e+00 +0.0000e+00 
 28690 -1.6581e-01 +0.0000e+00 +0.0000e+00 
 28691 +1.8168e-01 +0.0000e+00 +0.0000e+00 
 28692 +1.1356e-01 +0.0000e+00 +0.0000e+00 
 28693 +2.9353e-02 +0.0000e+00 +0.0000e+00 
 28694 +4.1259e-03 +0.0000e+00 +0.0000e+00 
 28695 -4.1221e-01 +0.0000e+00 +0.0000e+00 
 28696 -5.4442e-01 +0.0000e+00 +0.0000e+00 
 28697 -1.8353e-02 +0.0000e+00 +0.0000e+00 
 28698 +3.5176e-01 +0.0000e+00 +0.0000e+00 
 28699 -5.7831e-02 +0.0000e+00 +0.0000e+00 
 28700 -5.9534e+00 +0.0000e+00 +0.0000e+00 
 28701 +1.0781e-01 +0.0000e+00 +0.0000e+00 
 28702 +2.2938e-01 +0.0000e+00 +0.0000e+00 
 28703 +1.1634e-03 +0.0000e+00 +0.0000e+00 
 28704 -3.5483e-02 +0.0000e+00 +0.0000e+00 
 28705 -3.1951e-01 +0.0000e+00 +0.0000e+00 
 28706 -2.2264e-01 +0.0000e+00 +0.0000e+00 
 28707 +3.0104e-02 +0.0000e+00 +0.0000e+00 
 28708 -5.1181e-02 +0.0000e+00 +0.0000e+00 
 28709 -5.8066e-02 +0.0000e+00 +0.0000e+00 
 28710 +1.0081e-01 +0.0000e+00 +0.0000e+00 
 28711 -6.6411e-02 +0.0000e+00 +0.0000e+00 
 28712 -1.8011e-01 +0.0000e+00 +0.0000e+00 
 28713 -5.1332e-02 +0.0000e+00 +0.0000e+00 
 28714 +5.7458e-02 +0.0000e+00 +0.0000e+00 
 28715 +4.2134e-02 +0.0000e+00 +0.0000e+00 
 28716 +2.9980e-01 +0.0000e+00 +0.0000e+00 
 28717 -2.1319e-01 +0.0000e+00 +0.0000e+00 
 28718 +2.1353e-01 +0.0000e+00 +0.0000e+00 
 28719 -7.6715e-02 +0.0000e+00 +0.0000e+00 
 28720 -1.0902e-01 +0.0000e+00 +0.0000e+00 
 28721 +2.2590e-01 +0.0000e+00 +0.0000e+00 
 28722 -7.5789e-02 +0.0000e+00 +0.0000e+00 
 28723 +1.5863e-03 +0.0000e+00 +0.0000e+00 
 28724 -4.5189e-01 +0.0000e+00 +0.0000e+00 
 28725 +4.8858e-03 +0.0000e+00 +0.0000e+00 
 28726 -4.2642e-02 +0.0000e+00 +0.0000e+00 
 28727 -1.2299e-01 +0.0000e+00 +0.0000e+00 
 28728 -1.0659e-01 +0.0000e+00 +0.0000e+00 
 28729 +3.4067e-02 +0.0000e+00 +0.0000e+00 
 28730 -1.7542e-01 +0.0000e+00 +0.0000e+00 
 28731 +1.5892e-01 +0.0000e+00 +0.0000e+00 
 28732 -1.8411e-01 +0.0000e+00 +0.0000e+00 
 28733 -1.1447e-01 +0.0000e+00 +0.0000e+00 
 28734 -3.3569e-01 +0.0000e+00 +0.0000e+00 
 28735 +5.7241e-02 +0.0000e+00 +0.0000e+00 
 28736 +4.5029e-02 +0.0000e+00 +0.0000e+00 
 28737 -1.1702e-01 +0.0000e+00 +0.0000e+00 
 28738 +6.3232e-03 +0.0000e+00 +0.0000e+00 
 28739 +3.5117e-02 +0.0000e+00 +0.0000e+00 
 28740 +6.5501e-02 +0.0000e+00 +0.0000e+00 
 28741 +1.3113e-02 +0.0000e+00 +0.0000e+00 
 28742 +1.6596e-01 +0.0000e+00 +0.0000e+00 
 28743 -5.2283e-02 +0.0000e+00 +0.0000e+00 
 28744 -3.0472e-01 +0.0000e+00 +0.0000e+00 
 28745 -9.6084e-02 +0.0000e+00 +0.0000e+00 
 28746 -2.2119e-01 +0.0000e+00 +0.0000e+00 
 28747 +9.9872e-02 +0.0000e+00 +0.0000e+00 
 28748 -1.6315e-02 +0.0000e+00 +0.0000e+00 
 28749 -1.9612e-01 +0.0000e+00 +0.0000e+00 
 28750 -4.1300e-02 +0.0000e+00 +0.0000e+00 
 28751 +1.5871e-01 +0.0000e+00 +0.0000e+00 
 28752 -1.1135e-01 +0.0000e+00 +0.0000e+00 
 28753 +2.3017e-01 +0.0000e+00 +0.0000e+00 
 28754 +9.6089e-03 +0.0000e+00 +0.0000e+00 
 28755 +1.0949e-01 +0.0000e+00 +0.0000e+00 
 28756 -1.3050e-01 +0.0000e+00 +0.0000e+00 
 28757 +1.7610e-01 +0.0000e+00 +0.0000e+00 
 28758 -4.8419e-01 +0.0000e+00 +0.0000e+00 
 28759 +8.0895e-02 +0.0000e+00 +0.0000e+00 
 28760 +1.3489e-01 +0.0000e+00 +0.0000e+00 
 28761 +1.1312e+01 +0.0000e+00 +0.0000e+00 
 28762 +2.9075e-01 +0.0000e+00 +0.0000e+00 
 28763 +4.8316e-02 +0.0000e+00 +0.0000e+00 
 28764 +1.2397e-01 +0.0000e+00 +0.0000e+00 
 28765 -1.0313e-01 +0.0000e+00 +0.0000e+00 
 28766 +6.6003e-01 +0.0000e+00 +0.0000e+00 
 28767 +7.3173e-02 +0.0000e+00 +0.0000e+00 
 28768 +1.0260e-01 +0.0000e+00 +0.0000e+00 
 28769 +3.0056e-03 +0.0000e+00 +0.0000e+00 
 28770 -2.6886e+00 +0.0000e+00 +0.0000e+00 
 28771 +1.6413e-02 +0.0000e+00 +0.0000e+00 
 28772 +1.5173e-01 +0.0000e+00 +0.0000e+00 
 28773 -5.9374e-02 +0.0000e+00 +0.0000e+00 
 28774 +5.5674e-02 +0.0000e+00 +0.0000e+00 
 28775 +9.2611e-02 +0.0000e+00 +0.0000e+00 
 28776 -7.1261e+00 +0.0000e+00 +0.0000e+00 
 28777 -2.0421e-03 +0.0000e+00 +0.0000e+00 
 28778 -2.4508e-01 +0.0000e+00 +0.0000e+00 
 28779 +1.7486e-01 +0.0000e+00 +0.0000e+00 
 28780 -1.9858e-01 +0.0000e+00 +0.0000e+00 
 28781 -1.5760e-02 +0.0000e+00 +0.0000e+00 
 28782 +9.2930e-02 +0.0000e+00 +0.0000e+00 
 28783 +3.8341e-01 +0.0000e+00 +0.0000e+00 
 28784 -4.4186e-01 +0.0000e+00 +0.0000e+00 
 28785 +6.1782e-01 +0.0000e+00 +0.0000e+00 
 28786 +3.1678e-02 +0.0000e+00 +0.0000e+00 
 28787 +1.2936e-02 +0.0000e+00 +0.0000e+00 
 28788 +6.5653e-02 +0.0000e+00 +0.0000e+00 
 28789 +5.6964e-02 +0.0000e+00 +0.0000e+00 
 28790 +8.6229e-02 +0.0000e+00 +0.0000e+00 
 28791 -4.9741e-01 +0.0000e+00 +0.0000e+00 
 28792 -8.2815e-02 +0.0000e+00 +0.0000e+00 
 28793 +1.0815e-01 +0.0000e+00 +0.0000e+00 
 28794 +6.5044e-01 +0.0000e+00 +0.0000e+00 
 28795 +4.0780e-02 +0.0000e+00 +0.0000e+00 
 28796 +1.8858e-01 +0.0000e+00 +0.0000e+00 
 28797 -1.7272e-01 +0.0000e+00 +0.0000e+00 
 28798 -1.5468e-02 +0.0000e+00 +0.0000e+00 
 28799 +7.2492e-02 +0.0000e+00 +0.0000e+00 
 28800 -2.6498e-01 +0.0000e+00 +0.0000e+00 
 28801 +4.9102e-01 +0.0000e+00 +0.0000e+00 
 28802 -1.7113e-01 +0.0000e+00 +0.0000e+00 
 28803 -3.9659e-02 +0.0000e+00 +0.0000e+00 
 28804 -7.4921e-01 +0.0000e+00 +0.0000e+00 
 28805 +1.2897e-02 +0.0000e+00 +0.0000e+00 
 28806 +3.8814e-02 +0.0000e+00 +0.0000e+00 
 28807 -5.7270e-02 +0.0000e+00 +0.0000e+00 
 28808 +6.0442e-02 +0.0000e+00 +0.0000e+00 
 28809 -1.3056e-01 +0.0000e+00 +0.0000e+00 
 28810 -1.7426e-02 +0.0000e+00 +0.0000e+00 
 28811 -1.2536e-01 +0.0000e+00 +0.0000e+00 
